car_id,car_make,car_model,car_model_year, monthly total costs , yearly total costs , Total revenue ,Total profit,,,,,,,car_id, loss_profit 
5245911086,Ford,E350,2018, $609.65 ," $7,315.80 "," $10,109.00 "," $2,793.20 ",,,,,,,-, none 
5136757914,Toyota,Xtra,2016, $511.60 ," $6,139.20 "," $17,785.00 "," $11,645.80 ",,,,,,,-, none 
334663245,Dodge,Stratus,2018, $603.46 ," $7,241.52 "," $13,483.00 "," $6,241.48 ",,,,,,,-, none 
1465804242,Ford,Ranger,2018, $611.61 ," $7,339.32 "," $10,831.00 "," $3,491.68 ",,,,,,,-, none 
9875516929,Audi,TT,2016, $734.93 ," $8,819.16 "," $12,736.00 "," $3,916.84 ",,,,,,,-, none 
7918130448,BMW,8 Series,2016, $792.78 ," $9,513.36 "," $16,395.00 "," $6,881.64 ",,,,,,,-, none 
2200108966,Toyota,Matrix,2018, $723.31 ," $8,679.72 "," $11,815.00 "," $3,135.28 ",,,,,,,-, none 
1103221981,Cadillac,DeVille,2016, $728.88 ," $8,746.56 "," $10,021.00 "," $1,274.44 ",,,,,,,-, none 
6205373076,Land Rover,Discovery Series II,2017, $795.93 ," $9,551.16 "," $10,604.00 "," $1,052.84 ",,,,,,,-, none 
3887919262,BMW,600,2017, $683.91 ," $8,206.92 "," $11,621.00 "," $3,414.08 ",,,,,,,-, none 
767031202,Eagle,Talon,2018, $576.93 ," $6,923.16 "," $10,771.00 "," $3,847.84 ",,,,,,,-, none 
674325990,Chrysler,Cirrus,2018, $614.71 ," $7,376.52 "," $8,505.00 "," $1,128.48 ",,,,,,,-, none 
7935032157,Ford,Falcon,2016, $747.62 ," $8,971.44 "," $18,651.00 "," $9,679.56 ",,,,,,,-, none 
2869705468,Dodge,Challenger,2018, $687.58 ," $8,250.96 "," $15,898.00 "," $7,647.04 ",,,,,,,-, none 
2854147480,Honda,Accord,2017, $602.67 ," $7,232.04 "," $11,375.00 "," $4,142.96 ",,,,,,,-, none 
9757034495,Nissan,Sentra,2017, $533.49 ," $6,401.88 "," $17,536.00 "," $11,134.12 ",,,,,,,-, none 
5264673322,Subaru,Forester,2016, $761.97 ," $9,143.64 "," $14,421.00 "," $5,277.36 ",,,,,,,-, none 
3889773397,Saab,3-Sep,2017, $844.33 ," $10,131.96 "," $13,433.00 "," $3,301.04 ",,,,,,,-, none 
2923192265,Dodge,Viper,2016, $814.90 ," $9,778.80 "," $8,310.00 "," $(1,468.80)",,,,,,,2923192265," $(1,468.80)"
3846535575,Ford,Fairlane,2017, $647.44 ," $7,769.28 "," $10,592.00 "," $2,822.72 ",,,,,,,-, none 
9156478127,Chevrolet,Suburban 2500,2017, $722.84 ," $8,674.08 "," $10,368.00 "," $1,693.92 ",,,,,,,-, none 
5184615628,BMW,8 Series,2017, $690.49 ," $8,285.88 "," $12,031.00 "," $3,745.12 ",,,,,,,-, none 
73222399,BMW,5 Series,2016, $590.15 ," $7,081.80 "," $6,201.00 ", $(880.80),,,,,,,73222399, $(880.80)
2129128491,Hyundai,Scoupe,2017, $682.73 ," $8,192.76 "," $14,692.00 "," $6,499.24 ",,,,,,,-, none 
25075454,Plymouth,Voyager,2017, $555.56 ," $6,666.72 "," $15,812.00 "," $9,145.28 ",,,,,,,-, none 
7834108441,Dodge,Caravan,2017, $607.89 ," $7,294.68 "," $14,978.00 "," $7,683.32 ",,,,,,,-, none 
6301535693,Lexus,LS,2017, $715.12 ," $8,581.44 "," $15,731.00 "," $7,149.56 ",,,,,,,-, none 
5436224032,Audi,A8,2016, $859.44 ," $10,313.28 "," $10,878.00 ", $564.72 ,,,,,,,-, none 
1960249460,Infiniti,QX,2017, $531.43 ," $6,377.16 "," $14,085.00 "," $7,707.84 ",,,,,,,-, none 
596934548,Mercedes-Benz,500SEL,2018, $630.34 ," $7,564.08 "," $13,960.00 "," $6,395.92 ",,,,,,,-, none 
4105234218,Isuzu,Amigo,2017, $499.57 ," $5,994.84 "," $14,117.00 "," $8,122.16 ",,,,,,,-, none 
665960492,Chevrolet,Express 3500,2018, $732.28 ," $8,787.36 "," $9,907.00 "," $1,119.64 ",,,,,,,-, none 
3053116367,Volvo,S80,2018, $827.83 ," $9,933.96 "," $18,379.00 "," $8,445.04 ",,,,,,,-, none 
7264616800,Buick,Riviera,2016, $731.24 ," $8,774.88 "," $15,975.00 "," $7,200.12 ",,,,,,,-, none 
7035963367,Chevrolet,Suburban 2500,2018, $844.50 ," $10,134.00 "," $14,285.00 "," $4,151.00 ",,,,,,,-, none 
8452796439,GMC,Yukon XL 2500,2018, $725.90 ," $8,710.80 "," $11,848.00 "," $3,137.20 ",,,,,,,-, none 
6405918564,Land Rover,Range Rover,2017, $758.35 ," $9,100.20 "," $13,122.00 "," $4,021.80 ",,,,,,,-, none 
8846969480,Mitsubishi,Endeavor,2017, $685.51 ," $8,226.12 "," $17,594.00 "," $9,367.88 ",,,,,,,-, none 
1288306245,Nissan,Xterra,2016, $677.74 ," $8,132.88 "," $10,401.00 "," $2,268.12 ",,,,,,,-, none 
9472191886,Chevrolet,Aveo,2017, $557.06 ," $6,684.72 "," $14,773.00 "," $8,088.28 ",,,,,,,-, none 
2178557198,Infiniti,M,2017, $722.16 ," $8,665.92 "," $13,586.00 "," $4,920.08 ",,,,,,,-, none 
3027636618,Mitsubishi,GTO,2016, $709.01 ," $8,508.12 "," $12,231.00 "," $3,722.88 ",,,,,,,-, none 
798839910,Ford,F-Series,2018, $792.85 ," $9,514.20 "," $14,913.00 "," $5,398.80 ",,,,,,,-, none 
6484885664,Chevrolet,Express 3500,2016, $676.96 ," $8,123.52 "," $9,064.00 ", $940.48 ,,,,,,,-, none 
9515515262,Lincoln,MKX,2016, $686.30 ," $8,235.60 "," $12,482.00 "," $4,246.40 ",,,,,,,-, none 
6305730202,Plymouth,Colt Vista,2017, $572.89 ," $6,874.68 "," $13,625.00 "," $6,750.32 ",,,,,,,-, none 
6440714449,Mazda,CX-9,2016, $786.31 ," $9,435.72 "," $16,337.00 "," $6,901.28 ",,,,,,,-, none 
6094301277,Dodge,Stratus,2017, $572.19 ," $6,866.28 "," $14,958.00 "," $8,091.72 ",,,,,,,-, none 
5093871508,Honda,Pilot,2016, $518.25 ," $6,219.00 "," $14,363.00 "," $8,144.00 ",,,,,,,-, none 
4634370670,Chevrolet,Colorado,2016, $785.07 ," $9,420.84 "," $10,501.00 "," $1,080.16 ",,,,,,,-, none 
545427347,Kia,Sorento,2017, $793.42 ," $9,521.04 "," $12,071.00 "," $2,549.96 ",,,,,,,-, none 
4110708311,Mazda,MX-5,2017, $630.98 ," $7,571.76 "," $13,057.00 "," $5,485.24 ",,,,,,,-, none 
5714376668,Pontiac,Gemini,2017, $513.88 ," $6,166.56 "," $9,537.00 "," $3,370.44 ",,,,,,,-, none 
4957739226,Chevrolet,2500,2018, $581.07 ," $6,972.84 "," $10,147.00 "," $3,174.16 ",,,,,,,-, none 
6945557294,Cadillac,Brougham,2018, $854.29 ," $10,251.48 "," $13,711.00 "," $3,459.52 ",,,,,,,-, none 
7734527248,Austin,Mini,2016, $745.90 ," $8,950.80 "," $13,150.00 "," $4,199.20 ",,,,,,,-, none 
1897213336,Cadillac,CTS,2017, $672.63 ," $8,071.56 "," $12,360.00 "," $4,288.44 ",,,,,,,-, none 
6391394431,Saturn,Ion,2018, $700.14 ," $8,401.68 "," $12,900.00 "," $4,498.32 ",,,,,,,-, none 
3281649734,Pontiac,Gemini,2016, $724.26 ," $8,691.12 "," $10,387.00 "," $1,695.88 ",,,,,,,-, none 
5616360503,Volkswagen,Fox,2018, $795.19 ," $9,542.28 "," $14,123.00 "," $4,580.72 ",,,,,,,-, none 
200788841,Chevrolet,Corvette,2017, $543.02 ," $6,516.24 "," $13,570.00 "," $7,053.76 ",,,,,,,-, none 
723700966,Buick,Century,2018, $548.25 ," $6,579.00 "," $11,742.00 "," $5,163.00 ",,,,,,,-, none 
8917323995,BMW,Z4,2017, $511.31 ," $6,135.72 "," $16,205.00 "," $10,069.28 ",,,,,,,-, none 
5363148080,Suzuki,Verona,2018, $798.01 ," $9,576.12 "," $9,105.00 ", $(471.12),,,,,,,5363148080, $(471.12)
9315140451,Mitsubishi,Mirage,2016, $637.28 ," $7,647.36 "," $11,808.00 "," $4,160.64 ",,,,,,,-, none 
1027134599,Hyundai,Veloster,2016, $668.82 ," $8,025.84 "," $12,662.00 "," $4,636.16 ",,,,,,,-, none 
9548894106,Chevrolet,Silverado 3500HD,2016, $550.66 ," $6,607.92 "," $13,860.00 "," $7,252.08 ",,,,,,,-, none 
1333191235,Toyota,Sienna,2017, $741.26 ," $8,895.12 "," $11,483.00 "," $2,587.88 ",,,,,,,-, none 
4302656921,Ford,Econoline E350,2017, $842.51 ," $10,110.12 "," $13,126.00 "," $3,015.88 ",,,,,,,-, none 
2369476583,BMW,3 Series,2016, $867.68 ," $10,412.16 "," $13,236.00 "," $2,823.84 ",,,,,,,-, none 
2628096064,Chrysler,Sebring,2018, $568.45 ," $6,821.40 "," $14,761.00 "," $7,939.60 ",,,,,,,-, none 
890039364,Dodge,Neon,2016, $680.51 ," $8,166.12 "," $18,894.00 "," $10,727.88 ",,,,,,,-, none 
5497041647,Volvo,S80,2018, $497.63 ," $5,971.56 "," $19,865.00 "," $13,893.44 ",,,,,,,-, none 
8143079503,Chrysler,Town & Country,2017, $571.46 ," $6,857.52 "," $10,079.00 "," $3,221.48 ",,,,,,,-, none 
2383076813,Oldsmobile,Silhouette,2016, $751.49 ," $9,017.88 "," $12,291.00 "," $3,273.12 ",,,,,,,-, none 
2227748613,Austin,Mini Cooper,2018, $696.79 ," $8,361.48 "," $18,432.00 "," $10,070.52 ",,,,,,,-, none 
6382650021,Infiniti,QX56,2018, $659.27 ," $7,911.24 "," $12,648.00 "," $4,736.76 ",,,,,,,-, none 
4303309222,Buick,Century,2017, $678.40 ," $8,140.80 "," $5,575.00 "," $(2,565.80)",,,,,,,4303309222," $(2,565.80)"
1611667232,Lincoln,Continental,2017, $862.17 ," $10,346.04 "," $9,661.00 ", $(685.04),,,,,,,1611667232, $(685.04)
5321064571,Chevrolet,Express 3500,2016, $737.87 ," $8,854.44 "," $12,747.00 "," $3,892.56 ",,,,,,,-, none 
4680867280,Pontiac,LeMans,2016, $736.03 ," $8,832.36 "," $13,642.00 "," $4,809.64 ",,,,,,,-, none 
1562696033,Pontiac,Montana,2018, $578.56 ," $6,942.72 "," $11,852.00 "," $4,909.28 ",,,,,,,-, none 
4546754051,Saab,900,2018, $567.58 ," $6,810.96 "," $14,893.00 "," $8,082.04 ",,,,,,,-, none 
4725365262,GMC,Safari,2017, $579.84 ," $6,958.08 "," $10,456.00 "," $3,497.92 ",,,,,,,-, none 
3831579342,Honda,Pilot,2018, $590.55 ," $7,086.60 "," $12,906.00 "," $5,819.40 ",,,,,,,-, none 
3666211232,Ford,Laser,2016, $556.37 ," $6,676.44 "," $13,189.00 "," $6,512.56 ",,,,,,,-, none 
3857795719,GMC,3500,2017, $733.76 ," $8,805.12 "," $15,673.00 "," $6,867.88 ",,,,,,,-, none 
1006233067,Mazda,Mazda6,2017, $626.28 ," $7,515.36 "," $12,302.00 "," $4,786.64 ",,,,,,,-, none 
7279522416,Infiniti,G,2016, $719.08 ," $8,628.96 "," $11,567.00 "," $2,938.04 ",,,,,,,-, none 
6716250131,Lamborghini,Countach,2016, $672.69 ," $8,072.28 "," $12,210.00 "," $4,137.72 ",,,,,,,-, none 
6727563586,MINI,Cooper,2016, $837.03 ," $10,044.36 "," $12,666.00 "," $2,621.64 ",,,,,,,-, none 
9036881153,Chevrolet,Caprice Classic,2017, $594.86 ," $7,138.32 "," $14,259.00 "," $7,120.68 ",,,,,,,-, none 
3886707040,Kia,Sportage,2017, $815.93 ," $9,791.16 "," $10,307.00 ", $515.84 ,,,,,,,-, none 
4605987649,Mitsubishi,Pajero,2018, $634.32 ," $7,611.84 "," $11,792.00 "," $4,180.16 ",,,,,,,-, none 
5979808310,Audi,S6,2016, $747.06 ," $8,964.72 "," $11,957.00 "," $2,992.28 ",,,,,,,-, none 
3879328293,Mitsubishi,Outlander,2018, $604.49 ," $7,253.88 "," $12,822.00 "," $5,568.12 ",,,,,,,-, none 
529228513,Maserati,GranTurismo,2016, $800.02 ," $9,600.24 "," $9,602.00 ", $1.76 ,,,,,,,-, none 
1368682618,Buick,LaCrosse,2017, $530.13 ," $6,361.56 "," $18,184.00 "," $11,822.44 ",,,,,,,-, none 
4308024544,Subaru,B9 Tribeca,2017, $736.59 ," $8,839.08 "," $12,708.00 "," $3,868.92 ",,,,,,,-, none 
1666438413,Buick,Rendezvous,2016, $718.66 ," $8,623.92 "," $12,082.00 "," $3,458.08 ",,,,,,,-, none 
1584641703,Pontiac,Grand Prix,2017, $513.55 ," $6,162.60 "," $16,186.00 "," $10,023.40 ",,,,,,,-, none 
7145543052,GMC,Yukon XL 2500,2017, $745.00 ," $8,940.00 "," $11,629.00 "," $2,689.00 ",,,,,,,-, none 
8332474604,Plymouth,Grand Voyager,2018, $665.41 ," $7,984.92 "," $14,686.00 "," $6,701.08 ",,,,,,,-, none 
5765076742,Dodge,Viper,2017, $656.45 ," $7,877.40 "," $11,787.00 "," $3,909.60 ",,,,,,,-, none 
9659984154,BMW,5 Series,2016, $787.09 ," $9,445.08 "," $16,164.00 "," $6,718.92 ",,,,,,,-, none 
594338506,Toyota,Tacoma Xtra,2017, $789.03 ," $9,468.36 "," $12,517.00 "," $3,048.64 ",,,,,,,-, none 
8158729002,Plymouth,Neon,2018, $680.39 ," $8,164.68 "," $13,274.00 "," $5,109.32 ",,,,,,,-, none 
8147561490,Hyundai,Santa Fe,2016, $755.60 ," $9,067.20 "," $17,630.00 "," $8,562.80 ",,,,,,,-, none 
4840639175,MINI,Cooper Clubman,2018, $800.93 ," $9,611.16 "," $15,802.00 "," $6,190.84 ",,,,,,,-, none 
9418792842,Mercury,Sable,2017, $563.25 ," $6,759.00 "," $9,696.00 "," $2,937.00 ",,,,,,,-, none 
6212249679,Volkswagen,Passat,2018, $681.91 ," $8,182.92 "," $11,845.00 "," $3,662.08 ",,,,,,,-, none 
3427937496,Chevrolet,Equinox,2016, $723.41 ," $8,680.92 "," $11,422.00 "," $2,741.08 ",,,,,,,-, none 
1306992575,Porsche,Boxster,2017, $673.59 ," $8,083.08 "," $11,501.00 "," $3,417.92 ",,,,,,,-, none 
5515859324,Mazda,B-Series Plus,2016, $772.34 ," $9,268.08 "," $18,615.00 "," $9,346.92 ",,,,,,,-, none 
9698105727,Mazda,MX-5,2018, $603.43 ," $7,241.16 "," $11,095.00 "," $3,853.84 ",,,,,,,-, none 
4973434876,Audi,A8,2016, $487.20 ," $5,846.40 "," $17,776.00 "," $11,929.60 ",,,,,,,-, none 
7803621066,Pontiac,Aztek,2016, $879.43 ," $10,553.16 "," $12,719.00 "," $2,165.84 ",,,,,,,-, none 
4866468149,Dodge,Ramcharger,2016, $621.92 ," $7,463.04 "," $10,420.00 "," $2,956.96 ",,,,,,,-, none 
3108495119,Nissan,Pathfinder,2017, $679.70 ," $8,156.40 "," $11,348.00 "," $3,191.60 ",,,,,,,-, none 
7662124789,Toyota,Corolla,2016, $593.04 ," $7,116.48 "," $10,632.00 "," $3,515.52 ",,,,,,,-, none 
3801827070,Mercedes-Benz,G-Class,2016, $494.33 ," $5,931.96 "," $13,853.00 "," $7,921.04 ",,,,,,,-, none 
5979735941,Ford,Crown Victoria,2017, $772.84 ," $9,274.08 "," $14,197.00 "," $4,922.92 ",,,,,,,-, none 
5735019805,Volkswagen,New Beetle,2016, $600.79 ," $7,209.48 "," $14,441.00 "," $7,231.52 ",,,,,,,-, none 
3959909284,Isuzu,Space,2018, $668.10 ," $8,017.20 "," $13,355.00 "," $5,337.80 ",,,,,,,-, none 
1216292388,Honda,CR-V,2016, $696.10 ," $8,353.20 "," $15,573.00 "," $7,219.80 ",,,,,,,-, none 
6436003398,Lincoln,Town Car,2016, $775.42 ," $9,305.04 "," $14,231.00 "," $4,925.96 ",,,,,,,-, none 
9990719438,Dodge,Grand Caravan,2016, $746.72 ," $8,960.64 "," $12,873.00 "," $3,912.36 ",,,,,,,-, none 
6928591765,Volkswagen,New Beetle,2016, $722.45 ," $8,669.40 "," $11,497.00 "," $2,827.60 ",,,,,,,-, none 
462314030,Scion,xB,2017, $671.95 ," $8,063.40 "," $17,730.00 "," $9,666.60 ",,,,,,,-, none 
4546629419,Mercury,Cougar,2018, $846.97 ," $10,163.64 "," $10,722.00 ", $558.36 ,,,,,,,-, none 
9279754424,Mazda,323,2017, $749.18 ," $8,990.16 "," $13,124.00 "," $4,133.84 ",,,,,,,-, none 
5627189681,Chrysler,Town & Country,2018, $625.77 ," $7,509.24 "," $14,481.00 "," $6,971.76 ",,,,,,,-, none 
4381262190,Volkswagen,Jetta,2018, $791.95 ," $9,503.40 "," $15,546.00 "," $6,042.60 ",,,,,,,-, none 
434423548,BMW,Alpina B7,2016, $713.57 ," $8,562.84 "," $11,590.00 "," $3,027.16 ",,,,,,,-, none 
561519013,Buick,Riviera,2016, $773.11 ," $9,277.32 "," $21,297.00 "," $12,019.68 ",,,,,,,-, none 
4476824285,Lincoln,Town Car,2018, $584.35 ," $7,012.20 "," $9,965.00 "," $2,952.80 ",,,,,,,-, none 
9607649796,Kia,Sedona,2017, $784.25 ," $9,411.00 "," $12,386.00 "," $2,975.00 ",,,,,,,-, none 
2936625610,BMW,650,2017, $756.32 ," $9,075.84 "," $14,511.00 "," $5,435.16 ",,,,,,,-, none 
7285723398,Buick,Roadmaster,2016, $529.16 ," $6,349.92 "," $9,961.00 "," $3,611.08 ",,,,,,,-, none 
7841408420,Saab,9000,2017, $532.79 ," $6,393.48 "," $17,519.00 "," $11,125.52 ",,,,,,,-, none 
9731522565,Chevrolet,Astro,2017, $600.83 ," $7,209.96 "," $11,936.00 "," $4,726.04 ",,,,,,,-, none 
457202742,Eagle,Vision,2017, $616.79 ," $7,401.48 "," $8,910.00 "," $1,508.52 ",,,,,,,-, none 
4364058149,Plymouth,Neon,2018, $793.07 ," $9,516.84 "," $13,804.00 "," $4,287.16 ",,,,,,,-, none 
2118827784,Pontiac,G5,2016, $650.80 ," $7,809.60 "," $19,743.00 "," $11,933.40 ",,,,,,,-, none 
863307205,GMC,Envoy XUV,2016, $650.55 ," $7,806.60 "," $12,639.00 "," $4,832.40 ",,,,,,,-, none 
9360793027,Cadillac,Seville,2018, $566.64 ," $6,799.68 "," $17,454.00 "," $10,654.32 ",,,,,,,-, none 
6954513474,BMW,Z8,2018, $620.50 ," $7,446.00 "," $10,898.00 "," $3,452.00 ",,,,,,,-, none 
5644921727,Lotus,Esprit,2017, $698.34 ," $8,380.08 "," $14,441.00 "," $6,060.92 ",,,,,,,-, none 
3086637560,Dodge,Ram Van B150,2017, $621.10 ," $7,453.20 "," $10,073.00 "," $2,619.80 ",,,,,,,-, none 
2262818851,Volkswagen,GTI,2017, $606.97 ," $7,283.64 "," $12,997.00 "," $5,713.36 ",,,,,,,-, none 
3712842392,Pontiac,GTO,2017, $849.66 ," $10,195.92 "," $15,230.00 "," $5,034.08 ",,,,,,,-, none 
417792468,Porsche,Panamera,2018, $822.59 ," $9,871.08 "," $11,783.00 "," $1,911.92 ",,,,,,,-, none 
4359847033,Kia,Sephia,2016, $545.05 ," $6,540.60 "," $13,169.00 "," $6,628.40 ",,,,,,,-, none 
4828422676,Mercedes-Benz,G-Class,2016, $652.38 ," $7,828.56 "," $11,398.00 "," $3,569.44 ",,,,,,,-, none 
9096536592,Mercury,Villager,2018, $623.86 ," $7,486.32 "," $13,735.00 "," $6,248.68 ",,,,,,,-, none 
350409854,Dodge,Dakota Club,2018, $819.46 ," $9,833.52 "," $12,512.00 "," $2,678.48 ",,,,,,,-, none 
762158190,Cadillac,CTS-V,2016, $788.43 ," $9,461.16 "," $8,658.00 ", $(803.16),,,,,,,762158190, $(803.16)
6010628598,Audi,TT,2018, $597.41 ," $7,168.92 "," $11,812.00 "," $4,643.08 ",,,,,,,-, none 
108853101,Mitsubishi,Challenger,2017, $759.56 ," $9,114.72 "," $14,761.00 "," $5,646.28 ",,,,,,,-, none 
3350532799,Chevrolet,Suburban 1500,2018, $583.67 ," $7,004.04 "," $11,807.00 "," $4,802.96 ",,,,,,,-, none 
8076130638,Dodge,Avenger,2016, $706.12 ," $8,473.44 "," $17,124.00 "," $8,650.56 ",,,,,,,-, none 
3471137777,Cadillac,CTS,2018, $589.49 ," $7,073.88 "," $14,597.00 "," $7,523.12 ",,,,,,,-, none 
8523481230,Lexus,RX Hybrid,2017, $780.24 ," $9,362.88 "," $8,302.00 "," $(1,060.88)",,,,,,,8523481230," $(1,060.88)"
686111745,Nissan,Armada,2016, $686.82 ," $8,241.84 "," $10,958.00 "," $2,716.16 ",,,,,,,-, none 
711965366,Daihatsu,Rocky,2018, $648.52 ," $7,782.24 "," $11,242.00 "," $3,459.76 ",,,,,,,-, none 
874839351,Mercury,Cougar,2017, $556.57 ," $6,678.84 "," $18,877.00 "," $12,198.16 ",,,,,,,-, none 
105827843,Porsche,928,2016, $566.13 ," $6,793.56 "," $10,597.00 "," $3,803.44 ",,,,,,,-, none 
3707921972,Toyota,Highlander,2018, $595.16 ," $7,141.92 "," $11,996.00 "," $4,854.08 ",,,,,,,-, none 
1353491773,Hyundai,Santa Fe,2016, $866.06 ," $10,392.72 "," $13,894.00 "," $3,501.28 ",,,,,,,-, none 
6435908524,Kia,Optima,2017, $736.55 ," $8,838.60 "," $9,599.00 ", $760.40 ,,,,,,,-, none 
7877068646,Acura,RDX,2017, $653.15 ," $7,837.80 "," $12,934.00 "," $5,096.20 ",,,,,,,-, none 
4132755959,Oldsmobile,Cutlass Cruiser,2016, $626.05 ," $7,512.60 "," $10,182.00 "," $2,669.40 ",,,,,,,-, none 
7896364220,Maserati,Quattroporte,2017, $637.19 ," $7,646.28 "," $14,909.00 "," $7,262.72 ",,,,,,,-, none 
1955549354,BMW,Z4 M,2017, $676.10 ," $8,113.20 "," $11,134.00 "," $3,020.80 ",,,,,,,-, none 
4589438925,Honda,Civic,2016, $677.88 ," $8,134.56 "," $13,705.00 "," $5,570.44 ",,,,,,,-, none 
846193108,Chevrolet,Blazer,2017, $671.52 ," $8,058.24 "," $15,805.00 "," $7,746.76 ",,,,,,,-, none 
2575819725,Pontiac,Grand Prix Turbo,2018, $610.88 ," $7,330.56 "," $11,253.00 "," $3,922.44 ",,,,,,,-, none 
127412603,Volvo,V70,2017, $812.03 ," $9,744.36 "," $13,957.00 "," $4,212.64 ",,,,,,,-, none 
7650109992,Ford,Focus,2017, $726.38 ," $8,716.56 "," $18,234.00 "," $9,517.44 ",,,,,,,-, none 
7148498376,Mitsubishi,Pajero,2018, $529.44 ," $6,353.28 "," $8,063.00 "," $1,709.72 ",,,,,,,-, none 
5113291056,Cadillac,CTS,2018, $605.02 ," $7,260.24 "," $17,467.00 "," $10,206.76 ",,,,,,,-, none 
7294265178,Ford,F250,2016, $551.70 ," $6,620.40 "," $11,120.00 "," $4,499.60 ",,,,,,,-, none 
5148581751,Audi,S5,2017, $852.52 ," $10,230.24 "," $10,860.00 ", $629.76 ,,,,,,,-, none 
2234891930,Volkswagen,GTI,2016, $607.28 ," $7,287.36 "," $20,882.00 "," $13,594.64 ",,,,,,,-, none 
1640741135,Saturn,S-Series,2018, $746.80 ," $8,961.60 "," $9,646.00 ", $684.40 ,,,,,,,-, none 
3303183880,Cadillac,Eldorado,2018, $789.40 ," $9,472.80 "," $16,351.00 "," $6,878.20 ",,,,,,,-, none 
3832779965,Jaguar,XK Series,2016, $838.77 ," $10,065.24 "," $15,282.00 "," $5,216.76 ",,,,,,,-, none 
6420815401,Infiniti,M,2018, $609.26 ," $7,311.12 "," $17,547.00 "," $10,235.88 ",,,,,,,-, none 
2934214400,Mitsubishi,Precis,2016, $689.26 ," $8,271.12 "," $11,574.00 "," $3,302.88 ",,,,,,,-, none 
3294249284,Land Rover,Range Rover,2018, $839.22 ," $10,070.64 "," $12,486.00 "," $2,415.36 ",,,,,,,-, none 
1374829579,Lincoln,MKZ,2016, $758.62 ," $9,103.44 "," $18,025.00 "," $8,921.56 ",,,,,,,-, none 
7155183040,Buick,Somerset,2016, $849.84 ," $10,198.08 "," $14,131.00 "," $3,932.92 ",,,,,,,-, none 
3985355436,Pontiac,Grand Am,2018, $800.93 ," $9,611.16 "," $11,802.00 "," $2,190.84 ",,,,,,,-, none 
8433756869,Bentley,Continental GTC,2018, $532.41 ," $6,388.92 "," $13,766.00 "," $7,377.08 ",,,,,,,-, none 
785922806,Mazda,MX-3,2017, $614.51 ," $7,374.12 "," $11,681.00 "," $4,306.88 ",,,,,,,-, none 
7719552717,Dodge,Ram,2018, $611.31 ," $7,335.72 "," $13,682.00 "," $6,346.28 ",,,,,,,-, none 
9089210067,Nissan,370Z,2017, $575.54 ," $6,906.48 "," $13,971.00 "," $7,064.52 ",,,,,,,-, none 
4999129523,Toyota,Sienna,2017, $571.16 ," $6,853.92 "," $14,161.00 "," $7,307.08 ",,,,,,,-, none 
4889902678,Mazda,B-Series,2017, $801.82 ," $9,621.84 "," $14,313.00 "," $4,691.16 ",,,,,,,-, none 
4704703282,Lotus,Exige,2017, $767.96 ," $9,215.52 "," $13,179.00 "," $3,963.48 ",,,,,,,-, none 
1422441601,Maserati,Spyder,2017, $700.57 ," $8,406.84 "," $7,588.00 ", $(818.84),,,,,,,1422441601, $(818.84)
7063396366,Suzuki,Sidekick,2018, $512.84 ," $6,154.08 "," $10,227.00 "," $4,072.92 ",,,,,,,-, none 
1048976777,Hyundai,Veloster,2017, $878.09 ," $10,537.08 "," $16,175.00 "," $5,637.92 ",,,,,,,-, none 
1713292564,Ford,Escape,2018, $589.42 ," $7,073.04 "," $13,029.00 "," $5,955.96 ",,,,,,,-, none 
4333981611,Toyota,Tundra,2016, $754.04 ," $9,048.48 "," $11,423.00 "," $2,374.52 ",,,,,,,-, none 
7361708811,Dodge,Viper,2016, $546.88 ," $6,562.56 "," $12,494.00 "," $5,931.44 ",,,,,,,-, none 
6316086547,MINI,Cooper,2018, $648.51 ," $7,782.12 "," $13,694.00 "," $5,911.88 ",,,,,,,-, none 
5521981896,Acura,TL,2016, $597.31 ," $7,167.72 "," $17,812.00 "," $10,644.28 ",,,,,,,-, none 
5168332870,Mazda,Miata MX-5,2016, $754.06 ," $9,048.72 "," $17,908.00 "," $8,859.28 ",,,,,,,-, none 
533814138,Audi,A5,2016, $691.11 ," $8,293.32 "," $13,202.00 "," $4,908.68 ",,,,,,,-, none 
7888192424,Chevrolet,Express 2500,2018, $759.55 ," $9,114.60 "," $15,325.00 "," $6,210.40 ",,,,,,,-, none 
7155342815,BMW,X3,2017, $874.92 ," $10,499.04 "," $11,211.00 ", $711.96 ,,,,,,,-, none 
2022433637,Chevrolet,Express 2500,2018, $630.69 ," $7,568.28 "," $12,715.00 "," $5,146.72 ",,,,,,,-, none 
7151050127,Dodge,Neon,2017, $554.63 ," $6,655.56 "," $13,229.00 "," $6,573.44 ",,,,,,,-, none 
6652117061,Audi,A6,2017, $792.72 ," $9,512.64 "," $15,872.00 "," $6,359.36 ",,,,,,,-, none 
3591128651,Cadillac,Escalade EXT,2017, $565.04 ," $6,780.48 "," $8,378.00 "," $1,597.52 ",,,,,,,-, none 
7831296255,Mazda,Protege,2017, $763.13 ," $9,157.56 "," $9,321.00 ", $163.44 ,,,,,,,-, none 
9288722181,Cadillac,Sixty Special,2018, $561.62 ," $6,739.44 "," $9,957.00 "," $3,217.56 ",,,,,,,-, none 
2519294639,Chevrolet,Uplander,2016, $614.82 ," $7,377.84 "," $10,941.00 "," $3,563.16 ",,,,,,,-, none 
